Date,Price,Open,High,Low,Chg%
2012-10-12,1758,1769.5,1769.5,1753.6,-0.0061
2012-10-15,1736,1750,1750,1729.9,-0.0125
2012-10-16,1744.7,1736.7,1744.4,1736.6,0.005
2012-10-17,1751.5,1749.4,1750.7,1746,0.0039
2012-10-18,1743.3,1749.1,1749.1,1740.5,-0.0047
2012-10-19,1722.8,1741.1,1741.1,1721,-0.0118
2012-10-22,1725.1,1715,1728.3,1715,0.0013
2012-10-23,1708.3,1726.6,1728.5,1708.4,-0.0097
2012-10-24,1700.5,1708.4,1708.5,1698.6,-0.0046
2012-10-25,1712,1711.7,1716.7,1711.7,0.0068
2012-10-26,1710.9,1706.1,1716.2,1706.1,-0.0006
2012-10-29,1707.7,1712,1712,1707,-0.0019
2012-10-30,1710.5,1709.1,1714.4,1709,0.0016
2012-10-31,1717.5,1714.4,1724.5,1714.4,0.0041
2012-11-01,1714.1,1722.3,1725.1,1714.9,-0.002
2012-11-02,1674.1,1711.3,1711.3,1674.3,-0.0233
2012-11-05,1682.2,1682.8,1683.1,1674.3,0.0048
2012-11-06,1714.1,1690.1,1718,1690.1,0.019
2012-11-07,1713.2,1707.7,1726.5,1703.7,-0.0005
2012-11-08,1725.4,1715.9,1729.6,1714.2,0.0071
2012-11-09,1730.3,1733.7,1734.1,1727.6,0.0028
2012-11-12,1730.3,1733.2,1734.9,1733.2,0
2012-11-13,1724.2,1721.6,1728.2,1718.5,-0.0035
2012-11-14,1729.5,1722,1727.7,1722,0.0031
2012-11-15,1713.3,1724.9,1724.9,1706.3,-0.0094
2012-11-16,1714.3,1710,1713.8,1706.9,0.0006
2012-11-19,1734,1721.8,1731,1721.8,0.0115
2012-11-20,1723.2,1730.6,1731.1,1722.5,-0.0062
2012-11-21,1727.9,1725.8,1725.8,1725.8,0.0027
2012-11-23,1751.3,1735,1735,1735,0.0135
2012-11-26,1749.5,1750.3,1750.5,1749.4,-0.001
2012-11-27,1742.2,1746.4,1746.4,1745.2,-0.0042
2012-11-28,1716.5,1739.8,1739.8,1716.3,-0.0148
2012-11-29,1727.2,1719.6,1729,1717.7,0.0062
2012-11-30,1710.9,1725.2,1731.2,1708.4,-0.0094
2012-12-03,1719.6,1714.9,1721.9,1714.5,0.0051
2012-12-04,1694.4,1716.3,1716.8,1691.6,-0.0147
2012-12-05,1692.4,1697.1,1706,1685,-0.0012
2012-12-06,1700.3,1694.3,1702.1,1686.4,0.0047
2012-12-07,1704,1701.2,1704.5,1684,0.0022
2012-12-10,1713,1704.2,1717,1704.2,0.0053
2012-12-11,1708.2,1710,1714.1,1705.9,-0.0028
2012-12-12,1716.6,1710.1,1722.3,1708,0.0049
2012-12-13,1695.6,1707.2,1707.2,1689.9,-0.0122
2012-12-14,1695.8,1698.3,1699.2,1694.4,0.0001
2012-12-17,1697,1690.5,1698.5,1689.5,0.0007
2012-12-18,1669.5,1701.4,1702.8,1661,-0.0162
2012-12-19,1666.5,1675.3,1676,1664.6,-0.0018
2012-12-20,1644.9,1667.9,1671,1637.6,-0.013
2012-12-21,1659.1,1648,1656.7,1635.8,0.0086
2012-12-24,1658.6,1657.7,1663.8,1654.9,-0.0003
2012-12-26,1659.8,1654.5,1666.7,1654.5,0.0007
2012-12-27,1662.6,1656.2,1662.1,1656.2,0.0017
2012-12-28,1654.9,1664,1664,1653.7,-0.0046
2012-12-31,1674.8,1655.4,1677.1,1655.4,0.012
2013-01-02,1687.9,1672.8,1693.8,1670,0.0078
2013-01-03,1673.7,1686.1,1686.8,1662,-0.0084
2013-01-04,1648.1,1647,1658.3,1625.7,-0.0153
2013-01-07,1645.5,1656.5,1659.9,1643.8,-0.0016
2013-01-08,1661.5,1647.7,1659.5,1647.7,0.0097
2013-01-09,1654.8,1658.6,1662.1,1651.2,-0.004
2013-01-10,1677.3,1672.5,1673.8,1672.5,0.0136
2013-01-11,1660,1673.1,1673.1,1654.2,-0.0103
2013-01-14,1668.9,1665.4,1673.8,1664.1,0.0054
2013-01-15,1683.4,1671.6,1684.3,1671.6,0.0087
2013-01-16,1682.7,1674.4,1680.5,1674.4,-0.0004
2013-01-17,1690.4,1676.4,1694.6,1671,0.0046
2013-01-18,1686.6,1687.4,1692,1687.3,-0.0022
2013-01-22,1692.8,1690.3,1694.7,1687.8,0.0037
2013-01-23,1686.3,1691.3,1693.7,1685.2,-0.0038
2013-01-24,1669.5,1680.8,1681.7,1668,-0.01
2013-01-25,1656.4,1663,1663,1657.2,-0.0078
2013-01-28,1652.4,1651.6,1655.5,1651.6,-0.0024
2013-01-29,1660.7,1661.2,1661.5,1660.7,0.005
2013-01-30,1679.9,1662.4,1683.2,1661.8,0.0116
2013-01-31,1660.6,1675.4,1680,1657.4,-0.0115
2013-02-01,1669.4,1663.9,1681.2,1659.9,0.0053
2013-02-04,1675.3,1668,1676.5,1661.6,0.0035
2013-02-05,1672.4,1674.2,1683.4,1666.5,-0.0017
2013-02-06,1677.7,1672.2,1678.5,1668,0.0032
2013-02-07,1670.4,1677,1682.1,1663.1,-0.0044
2013-02-08,1666,1671.5,1672.5,1664.8,-0.0026
2013-02-11,1648.2,1666.5,1668,1643.7,-0.0107
2013-02-12,1648.7,1643.8,1650.4,1642.4,0.0003
2013-02-13,1644.2,1652.2,1652.3,1640.2,-0.0027
2013-02-14,1634.7,1641.1,1646.9,1632.7,-0.0058
2013-02-15,1608.8,1633.2,1633.9,1599.5,-0.0158
2013-02-19,1603.6,1610,1617,1599.7,-0.0032
2013-02-20,1577.6,1604.7,1606.9,1561.8,-0.0162
2013-02-21,1578.2,1568.5,1581.2,1554.5,0.0004
2013-02-22,1572.4,1580,1585.4,1572.3,-0.0037
2013-02-25,1586.2,1579.4,1596,1577.7,0.0088
2013-02-26,1615.2,1593.3,1609,1589,0.0183
2013-02-27,1595.2,1612.8,1612.8,1591.8,-0.0124
2013-02-28,1577.7,1596,1601.6,1575.1,-0.011
2013-03-01,1571.9,1579.6,1585.6,1566,-0.0037
2013-03-04,1572.1,1580.8,1580.8,1569.7,0.0001
2013-03-05,1574.6,1577.6,1585.5,1571.4,0.0016
2013-03-06,1574.6,1577.6,1582.6,1566.8,0
2013-03-07,1574.8,1580,1583.5,1573.9,0.0001
2013-03-08,1576.6,1578.6,1581.2,1561.8,0.0011
2013-03-11,1577.8,1576,1579.7,1576,0.0008
2013-03-12,1591.5,1579.8,1595.6,1579.8,0.0087
2013-03-13,1588.3,1592.3,1596,1585,-0.002
2013-03-14,1590.6,1585.7,1587.9,1575.7,0.0014
2013-03-15,1592.5,1590.5,1594.4,1590.2,0.0012
2013-03-18,1604.6,1605.9,1607.7,1601.6,0.0076
2013-03-19,1611.3,1613.1,1613.1,1613,0.0042
2013-03-20,1607.5,1610,1613,1606.2,-0.0024
2013-03-21,1613.8,1612.8,1613,1611.9,0.0039
2013-03-22,1606.2,1611,1611,1604.1,-0.0047
2013-03-25,1604.6,1607.1,1607.8,1596.1,-0.001
2013-03-26,1595.8,1595.8,1595.8,1595.8,-0.0055
2013-03-27,1606.2,1598.5,1608.1,1590.3,0.0065
2013-03-28,1594.8,1604.7,1606.6,1593.6,-0.0071
2013-04-01,1600,1596.8,1600.5,1594.8,0.0033
2013-04-02,1575.1,1599.2,1602.6,1574.1,-0.0156
2013-04-03,1552.8,1575.7,1576.4,1549.2,-0.0142
2013-04-04,1551.8,1557.3,1557.3,1539.1,-0.0006
2013-04-05,1575.4,1553.2,1580.6,1550.1,0.0152
2013-04-08,1572,1575.8,1580.6,1567.6,-0.0022
2013-04-09,1586.2,1571.6,1589.3,1570,0.009
2013-04-10,1558.3,1584.4,1586,1557,-0.0176
2013-04-11,1564.3,1557.1,1566.7,1554.8,0.0039
2013-04-12,1501,1560.8,1560.8,1480.2,-0.0405
2013-04-15,1360.6,1478.2,1487.4,1338,-0.0935
2013-04-16,1386.8,1358,1401,1323,0.0193
2013-04-17,1382.2,1373.2,1394.2,1370.2,-0.0033
2013-04-18,1392,1347.5,1396.4,1347.5,0.0071
2013-04-19,1395.3,1419.3,1420.3,1395.1,0.0024
2013-04-22,1421,1406.8,1434.9,1406.8,0.0184
2013-04-23,1408.6,1429.5,1429.5,1405.8,-0.0087
2013-04-24,1423.4,1423.2,1430.1,1420.4,0.0105
2013-04-25,1461.8,1433,1458.3,1433,0.027
2013-04-26,1453.6,1467.4,1480,1451.4,-0.0056
2013-04-29,1467.4,1462.7,1475.5,1462.3,0.0095
2013-04-30,1472.2,1471.1,1476.6,1461,0.0033
2013-05-01,1446.3,1475.8,1477.1,1440,-0.0176
2013-05-02,1467.7,1459,1471.2,1453.5,0.0148
2013-05-03,1464.3,1465.5,1487.1,1461.4,-0.0023
2013-05-06,1468.1,1468.1,1477.2,1466.8,0.0026
2013-05-07,1449,1462,1466.2,1441.2,-0.013
2013-05-08,1473.9,1455.5,1474.7,1450.7,0.0172
2013-05-09,1468.8,1471.2,1473.4,1453,-0.0035
2013-05-10,1436.8,1455.6,1459.3,1423,-0.0218
2013-05-13,1434.5,1440,1440.6,1427.8,-0.0016
2013-05-14,1424.7,1430.1,1444.4,1422,-0.0068
2013-05-15,1396.5,1425.7,1425.7,1390.1,-0.0198
2013-05-16,1387.1,1390.4,1395.1,1370.6,-0.0067
2013-05-17,1364.9,1386.7,1391.1,1359.1,-0.016
2013-05-20,1384.3,1342.9,1391.9,1342.9,0.0142
2013-05-21,1377.8,1386.5,1392.3,1358.5,-0.0047
2013-05-22,1367.6,1387.2,1395.7,1364.5,-0.0074
2013-05-23,1392,1380.6,1394.8,1377.8,0.0178
2013-05-24,1386.8,1386.8,1386.8,1386.8,-0.0037
2013-05-27,1395.95,1385.95,1396.15,1384.15,0.0066
2013-05-28,1379.1,1380.8,1392.5,1379.8,-0.0121
2013-05-29,1391.3,1391.3,1391.3,1391.3,0.0088
2013-05-30,1411.5,1392.1,1417.5,1388.3,0.0145
2013-05-31,1392.6,1412.4,1421.1,1384.2,-0.0134
2013-06-03,1411.7,1389.1,1416.3,1388.3,0.0137
2013-06-04,1397.1,1410.9,1414.1,1389,-0.0103
2013-06-05,1398.4,1397.5,1410,1395.6,0.0009
2013-06-06,1415.7,1401.7,1422.7,1391.6,0.0124
2013-06-07,1383,1411.5,1416.4,1377.9,-0.0231
2013-06-10,1386.2,1378.8,1386.9,1375.6,0.0023
2013-06-11,1377,1384.2,1384.4,1366,-0.0066
2013-06-12,1391.8,1375,1393.5,1373.7,0.0107
2013-06-13,1377.6,1386.8,1390.9,1373.4,-0.0102
2013-06-14,1387.3,1383.9,1389.6,1377.8,0.007
2013-06-17,1382.8,1390.3,1390.5,1380,-0.0032
2013-06-18,1366.6,1383.1,1383.5,1363,-0.0117
2013-06-19,1373.6,1368.1,1372.7,1348.1,0.0051
2013-06-20,1285.9,1348.1,1348.1,1275.4,-0.0638
2013-06-21,1291.6,1280.4,1300,1268.9,0.0044
2013-06-24,1276.8,1297.3,1297.3,1275.7,-0.0115
2013-06-25,1274.8,1281.3,1286,1273.2,-0.0016
2013-06-26,1229.6,1273.9,1273.9,1228.8,-0.0355
2013-06-27,1211.4,1224.7,1241.6,1198.3,-0.0148
2013-06-28,1223.8,1200.9,1232.3,1183.2,0.0102
2013-07-01,1255.9,1234.7,1261,1234.2,0.0262
2013-07-02,1243.6,1254.1,1266.3,1241.2,-0.0098
2013-07-03,1252.1,1243.8,1258.2,1240.3,0.0068
2013-07-04,1247.05,1254.55,1256.15,1244.45,-0.004
2013-07-05,1212.9,1252.7,1254.1,1208.9,-0.0274
2013-07-08,1234.9,1218.8,1235.2,1215.4,0.0181
2013-07-09,1245.9,1234.7,1254.5,1234.4,0.0089
2013-07-10,1247.4,1244.6,1263.9,1244.6,0.0012
2013-07-11,1280.1,1284.6,1285,1278.9,0.0262
2013-07-12,1277.8,1282.3,1282.3,1273.3,-0.0018
2013-07-15,1283.8,1292.1,1292.4,1281.6,0.0047
2013-07-16,1290.8,1279.4,1291.4,1279.4,0.0055
2013-07-17,1277.9,1286.2,1300,1272.9,-0.01
2013-07-18,1284.6,1275.3,1286.4,1275.2,0.0052
2013-07-19,1293.3,1291.7,1292.2,1290,0.0068
2013-07-22,1336.4,1317,1332.2,1317,0.0333
2013-07-23,1335.1,1334.8,1342.3,1327.9,-0.001
2013-07-24,1319.7,1342.2,1345.1,1318.6,-0.0115
2013-07-25,1329,1318.5,1336.8,1318.5,0.007
2013-07-26,1321.7,1326.5,1326.5,1322.4,-0.0055
2013-07-29,1328.4,1328.4,1328.4,1328.4,0.0051
2013-07-30,1324,1327.2,1329.6,1316.2,-0.0033
2013-07-31,1312.4,1325.5,1338.4,1304.9,-0.0088
2013-08-01,1311,1323,1328.5,1306.9,-0.0011
2013-08-02,1310.6,1306.7,1317.6,1283,-0.0003
2013-08-05,1302.6,1311.2,1318.3,1297.5,-0.0061
2013-08-06,1283.2,1303,1305.9,1279.3,-0.0149
2013-08-07,1286.1,1282.5,1288.4,1274,0.0023
2013-08-08,1310.7,1283.9,1312.8,1283.7,0.0191
2013-08-09,1312.9,1315.1,1315.8,1306.7,0.0017
2013-08-12,1334.7,1317.2,1342.4,1317.2,0.0166
2013-08-13,1321.2,1331.9,1339.1,1320.2,-0.0101
2013-08-14,1334,1317.7,1336.3,1317.7,0.0097
2013-08-15,1361.6,1340.1,1369.6,1319.9,0.0207
2013-08-16,1371.7,1366.8,1378.9,1361,0.0074
2013-08-19,1366.2,1379,1384.4,1363.9,-0.004
2013-08-20,1373.1,1355,1377,1355,0.0051
2013-08-21,1370.6,1372.5,1377.3,1360.9,-0.0018
2013-08-22,1371.2,1362,1380.4,1362,0.0004
2013-08-23,1395.7,1376.8,1398.2,1373.9,0.0179
2013-08-26,1393,1398.6,1403,1391.3,-0.0019
2013-08-27,1420.6,1403.8,1421.1,1398.7,0.0198
2013-08-28,1419,1417.3,1428,1415.1,-0.0011
2013-08-29,1412.9,1417.4,1417.4,1404.5,-0.0043
2013-08-30,1396.1,1407.2,1409.8,1392.3,-0.0119
2013-09-02,1393.7,1380.4,1398,1379.6,-0.0017
2013-09-03,1412,1393,1414.4,1382.3,0.0131
2013-09-04,1389.9,1413,1413,1387.1,-0.0157
2013-09-05,1373.1,1393.5,1397.5,1367.1,-0.0121
2013-09-06,1386.7,1371,1390.1,1368.9,0.0099
2013-09-09,1386.8,1389.8,1389.8,1386.5,0.0001
2013-09-10,1364.1,1377.5,1377.5,1357.6,-0.0164
2013-09-11,1363.9,1365.8,1365.8,1356.7,-0.0001
2013-09-12,1330.4,1360,1360,1322.4,-0.0246
2013-09-13,1308.4,1322.9,1323,1305.3,-0.0165
2013-09-16,1317.9,1328.4,1329.6,1310.8,0.0073
2013-09-17,1309.5,1313,1313.1,1310.2,-0.0064
2013-09-18,1307.8,1292.1,1347.7,1292.1,-0.0013
2013-09-19,1369.4,1362.9,1373,1362.9,0.0471
2013-09-20,1332.5,1347.5,1347.5,1330.7,-0.0269
2013-09-23,1326.9,1327.1,1327.8,1317.6,-0.0042
2013-09-24,1316,1321.2,1324.9,1309.4,-0.0082
2013-09-25,1335.9,1322.7,1335.3,1322.7,0.0151
2013-09-26,1323.6,1335.2,1338.3,1335.2,-0.0092
2013-09-27,1338.4,1321.5,1343.8,1319.7,0.0112
2013-09-30,1326.5,1345.8,1350.9,1322,-0.0089
2013-10-01,1286,1328,1334.2,1283.8,-0.0305
2013-10-02,1320.6,1288.5,1321,1280,0.0269
2013-10-03,1317.4,1312,1319.5,1302.5,-0.0024
2013-10-04,1309.7,1316.2,1318.1,1305.7,-0.0058
2013-10-07,1324.8,1313.8,1325.4,1311.8,0.0115
2013-10-08,1324.2,1326.5,1330,1321.2,-0.0005
2013-10-09,1306.9,1317.6,1319,1295.3,-0.0131
2013-10-10,1296.6,1303.4,1310.8,1285,-0.0079
2013-10-11,1268,1286.9,1291.6,1263.8,-0.0221
2013-10-14,1276.4,1275.8,1285.8,1272.1,0.0066
2013-10-15,1273,1270.5,1284.8,1254.1,-0.0027
2013-10-16,1282,1282.8,1284,1269.2,0.0071
2013-10-17,1322.7,1307,1320.8,1307,0.0317
2013-10-18,1314.4,1318.8,1326,1312.6,-0.0063
2013-10-21,1315.7,1316.8,1317.7,1316.5,0.001
2013-10-22,1342.5,1313.9,1342.6,1313.9,0.0204
2013-10-23,1333.9,1331.9,1333.4,1331.9,-0.0064
2013-10-24,1350.2,1334.5,1350.1,1334.5,0.0122
2013-10-25,1352.4,1346.2,1353,1346.2,0.0016
2013-10-28,1352,1351.4,1359.2,1349,-0.0003
2013-10-29,1345.2,1359.6,1359.7,1359.6,-0.005
2013-10-30,1349,1340.8,1355.8,1335.6,0.0028
2013-10-31,1323.6,1334,1334,1321.7,-0.0188
2013-11-01,1313.1,1325.7,1325.7,1308,-0.0079
2013-11-04,1314.6,1314.6,1320.5,1312.1,0.0011
2013-11-05,1308,1313.3,1317.5,1306.9,-0.005
2013-11-06,1317.7,1313.5,1318.6,1312.5,0.0074
2013-11-07,1308.4,1323.6,1323.6,1298,-0.0071
2013-11-08,1284.5,1308,1308.1,1281.3,-0.0183
2013-11-11,1281,1281.6,1281.8,1281,-0.0027
2013-11-12,1271.1,1282.3,1282.3,1268.5,-0.0077
2013-11-13,1268.3,1274,1280.5,1271.1,-0.0022
2013-11-14,1286.2,1280.2,1293.3,1278.1,0.0141
2013-11-15,1287.3,1287.7,1288.5,1281.5,0.0009
2013-11-18,1272.2,1284.7,1284.8,1272.2,-0.0117
2013-11-19,1273.4,1274.2,1275.2,1271,0.0009
2013-11-20,1257.9,1269,1269,1241.9,-0.0122
2013-11-21,1243.5,1245.7,1247.1,1236.5,-0.0114
2013-11-22,1244,1243.2,1247,1241.4,0.0004
2013-11-25,1241.1,1231.1,1240.7,1229,-0.0023
2013-11-26,1241.4,1243,1243,1243,0.0002
2013-11-27,1237.8,1241.6,1254.8,1235.5,-0.0029
2013-11-28,1243.8,1237.9,1245.3,1236.2,0.0048
2013-11-29,1250.6,1237.8,1254.5,1233.7,0.0055
2013-12-02,1222.3,1251.4,1251.5,1217.8,-0.0226
2013-12-03,1221.7,1219.2,1225.7,1215.6,-0.0005
2013-12-04,1248.2,1225.1,1250.4,1212.9,0.0217
2013-12-05,1233.2,1240,1241.5,1218.6,-0.012
2013-12-06,1230.3,1228.7,1242,1213,-0.0024
2013-12-09,1235.3,1230.2,1243.2,1229,0.0041
2013-12-10,1262.4,1239,1267,1239,0.0219
2013-12-11,1258.5,1261.9,1261.9,1252.1,-0.0031
2013-12-12,1226,1253.5,1255.4,1225.9,-0.0258
2013-12-13,1235.7,1226.7,1239,1222.2,0.0079
2013-12-16,1245.5,1238.4,1250.6,1228.9,0.0079
2013-12-17,1231.2,1237,1240.4,1231.3,-0.0115
2013-12-18,1236.1,1231.5,1245.1,1217,0.004
2013-12-19,1195,1226.6,1226.6,1188.7,-0.0332
2013-12-20,1205.1,1190.9,1207.8,1190.9,0.0085
2013-12-23,1198.4,1205.2,1205.2,1195.9,-0.0056
2013-12-24,1205.1,1199.8,1205.6,1197.7,0.0056
2013-12-26,1214.1,1207.1,1215.9,1207.1,0.0075
2013-12-27,1216.1,1213.4,1218.5,1212.9,0.0016
2013-12-30,1203.1,1215,1215.5,1194.4,-0.0107
2013-12-31,1201.9,1196.4,1212.4,1182,-0.001
2014-01-01,1205.4,1203.6,1205.4,1202.8,0.0029
2014-01-02,1225,1204.3,1227.3,1204.3,0.0163
2014-01-03,1238.4,1221.7,1239,1221.7,0.0109
2014-01-06,1237.8,1232.8,1247,1221.9,-0.0005
2014-01-07,1229.4,1239.3,1242.4,1226,-0.0068
2014-01-08,1225.3,1227.5,1227.5,1218.6,-0.0033
2014-01-09,1229.3,1225.8,1229,1225.8,0.0033
2014-01-10,1246.7,1235,1246.8,1234,0.0142
2014-01-13,1250.9,1250.6,1252.7,1245.5,0.0034
2014-01-14,1245.2,1251,1251.3,1242,-0.0046
2014-01-15,1238.1,1243.1,1243.2,1238.2,-0.0057
2014-01-16,1240,1239.3,1242.8,1238.7,0.0015
2014-01-17,1251.7,1239.7,1254.3,1239.7,0.0094
2014-01-20,1255.1,1255.7,1257.9,1253.1,0.0027
2014-01-21,1242.3,1256.4,1257.5,1240,-0.0102
2014-01-22,1239,1241.7,1242,1240.1,-0.0027
2014-01-23,1262.6,1235.2,1264.2,1235.2,0.019
2014-01-24,1264.5,1258.3,1269.4,1258.3,0.0015
2014-01-27,1263.6,1259.8,1264.4,1254.4,-0.0007
2014-01-28,1251,1257.9,1258.4,1257.9,-0.01
2014-01-29,1262.2,1262.2,1262.2,1262.2,0.009
2014-01-30,1242.2,1267,1267.7,1237.5,-0.0158
2014-01-31,1240.1,1243.6,1254.5,1238.4,-0.0017
2014-02-03,1260.4,1242.4,1266.3,1241.2,0.0164
2014-02-04,1251.7,1258.4,1260.7,1247.8,-0.0069
2014-02-05,1257.3,1254,1273.7,1253.1,0.0045
2014-02-06,1257.6,1258,1267,1253.5,0.0002
2014-02-07,1263.3,1258.3,1271.4,1257.9,0.0045
2014-02-10,1274.8,1269.6,1277.3,1265.7,0.0091
2014-02-11,1290.1,1274,1292,1273.8,0.012
2014-02-12,1295.3,1290.5,1296.2,1285.5,0.004
2014-02-13,1300.4,1293.3,1303.5,1287.5,0.0039
2014-02-14,1319,1301.7,1320.7,1301.5,0.0143
2014-02-17,1328.5,1323.7,1332.2,1321.1,0.0072
2014-02-18,1324.7,1322.9,1330.6,1313.9,-0.0029
2014-02-19,1320.6,1318.3,1321.6,1309.1,-0.0031
2014-02-20,1317.1,1310.7,1323.5,1309.6,-0.0027
2014-02-21,1323.9,1320,1328.3,1317.4,0.0052
2014-02-24,1338.3,1324.3,1339,1321.4,0.0109
2014-02-25,1343,1336.4,1343.9,1333.1,0.0035
2014-02-26,1328.2,1341.2,1344,1325.6,-0.011
2014-02-27,1331.6,1329.3,1335,1324.6,0.0026
2014-02-28,1321.4,1329.8,1332.6,1321.1,-0.0077
2014-03-03,1350.1,1335.9,1354.1,1332.9,0.0217
2014-03-04,1337.8,1350.4,1350.4,1332.2,-0.0091
2014-03-05,1340.2,1334.8,1341,1334.8,0.0018
2014-03-06,1351.7,1338,1351.6,1333.3,0.0086
2014-03-07,1338.1,1349.5,1352.7,1329.2,-0.0101
2014-03-10,1341.4,1336,1344.7,1330.5,0.0025
2014-03-11,1346.5,1340,1352.4,1338.1,0.0038
2014-03-12,1370.3,1349.1,1370.5,1348.7,0.0177
2014-03-13,1372.2,1366.8,1374.5,1366.5,0.0014
2014-03-14,1379,1376.1,1386.6,1369.8,0.005
2014-03-17,1372.9,1386.1,1391.4,1372.2,-0.0044
2014-03-18,1359,1359.3,1361.8,1353.4,-0.0101
2014-03-19,1341.4,1357.1,1358,1332.7,-0.013
2014-03-20,1330.5,1333.7,1333.7,1325.8,-0.0081
2014-03-21,1336,1339.1,1339.1,1335,0.0041
2014-03-24,1311.2,1333,1333,1310.5,-0.0186
2014-03-25,1311.4,1315.5,1315.5,1307.5,0.0002
2014-03-26,1303.4,1315.2,1315.2,1311.8,-0.0061
2014-03-27,1294.7,1294.7,1294.7,1294.7,-0.0067
2014-03-28,1293.8,1292.2,1299.4,1285.9,-0.0007
2014-03-31,1283.4,1294.3,1298.8,1282.4,-0.008
2014-04-01,1279.6,1285.1,1287.9,1277.3,-0.003
2014-04-02,1290.5,1280.2,1294.1,1280.2,0.0085
2014-04-03,1284.4,1290.8,1293.6,1282.7,-0.0047
2014-04-04,1303.2,1285.5,1306.1,1284.4,0.0146
2014-04-07,1298,1301.4,1304,1296.3,-0.004
2014-04-08,1308.7,1296.6,1314.1,1296.6,0.0082
2014-04-09,1305.5,1309.5,1313.6,1301.1,-0.0024
2014-04-10,1320.1,1311.8,1323.8,1311.2,0.0112
2014-04-11,1318.7,1319,1322.8,1316.3,-0.0011
2014-04-14,1327.2,1320.1,1330,1320.1,0.0064
2014-04-15,1300,1322.7,1322.7,1291.5,-0.0205
2014-04-16,1303.1,1302.7,1304,1295,0.0024
2014-04-17,1293.4,1300.1,1303,1292.5,-0.0074
2014-04-21,1288,1290,1299.2,1283.7,-0.0042
2014-04-22,1280.6,1289.2,1291.6,1276,-0.0057
2014-04-23,1284.2,1284.3,1287.7,1282.4,0.0028
2014-04-24,1290.5,1284.6,1297.9,1272.4,0.0049
2014-04-25,1300.7,1293.8,1304.6,1293.8,0.0079
2014-04-28,1298.9,1305.4,1305.4,1293,-0.0014
2014-04-29,1296,1295.5,1300.5,1289.1,-0.0022
2014-04-30,1295.6,1296,1296.5,1286.6,-0.0003
2014-05-01,1283.1,1288.7,1288.7,1278,-0.0096
2014-05-02,1302.6,1276.7,1302.7,1276.7,0.0152
2014-05-05,1309,1305.6,1314.2,1305.5,0.0049
2014-05-06,1308.3,1309.4,1309.4,1306.9,-0.0005
2014-05-07,1288.6,1310.3,1312,1288,-0.0151
2014-05-08,1287.4,1291.5,1291.5,1285.5,-0.0009
2014-05-09,1287.3,1287.3,1287.3,1287.3,-0.0001
2014-05-12,1295.6,1282.1,1295.9,1281.2,0.0064
2014-05-13,1294.6,1295.5,1295.5,1292,-0.0008
2014-05-14,1305.7,1292.8,1306.9,1292.8,0.0086
2014-05-15,1293.5,1302.5,1302.5,1292.8,-0.0093
2014-05-16,1293.3,1293.3,1293.3,1293.3,-0.0002
2014-05-19,1293.7,1293.7,1293.7,1293.7,0.0003
2014-05-20,1294.5,1290.7,1290.7,1290.1,0.0006
2014-05-21,1288,1287.4,1287.4,1287.4,-0.005
2014-05-22,1294.9,1294.2,1295,1294.2,0.0054
2014-05-23,1291.6,1293.2,1293.4,1293.2,-0.0025
2014-05-25,1291.7,1293.9,1294.2,1291.1,0.0001
2014-05-26,1292.5,1291.6,1294.4,1291.4,0.0006
2014-05-27,1265.4,1291.9,1291.9,1276,-0.021
2014-05-28,1259.3,1259.3,1259.3,1263.6,-0.0048
2014-05-29,1256.3,1258.3,1260.6,1250.9,-0.0024
2014-05-30,1245.6,1255.1,1259.6,1241.8,-0.0085
2014-06-02,1243.7,1250,1250.7,1240.9,-0.0015
2014-06-03,1244.3,1244.1,1247.5,1240.5,0.0005
2014-06-04,1244,1245.1,1248.8,1242.7,-0.0002
2014-06-05,1253,1244,1256.6,1241.2,0.0072
2014-06-06,1252.1,1253.4,1256.6,1246.3,-0.0007
2014-06-09,1253.5,1252.7,1256.1,1251.8,0.0011
2014-06-10,1259.8,1252.4,1262.3,1251,0.005
2014-06-11,1260.8,1259.9,1264.4,1259.1,0.0008
2014-06-12,1273.6,1260,1274.5,1260,0.0102
2014-06-13,1273.7,1272.5,1274.7,1271.3,0.0001
2014-06-16,1274.9,1279.8,1283.5,1270.8,0.0009
2014-06-17,1271.7,1272.8,1272.8,1260.9,-0.0025
2014-06-18,1272.4,1269.9,1272.7,1267.4,0.0006
2014-06-19,1313.7,1277.2,1321,1277.2,0.0325
2014-06-20,1316.2,1321.4,1321.4,1306.8,0.0019
2014-06-23,1318,1312.3,1316.9,1312.3,0.0014
2014-06-24,1320.9,1315.6,1325.6,1315.6,0.0022
2014-06-25,1322.2,1315.3,1323.4,1312,0.001
2014-06-26,1316.1,1319.6,1319.6,1312.4,-0.0046
2014-06-27,1319,1317.4,1320.9,1313.3,0.0022
2014-06-30,1475.1,1315.3,1328.7,1311.8,0.1183
2014-07-01,1480.2,1326.7,1331.4,1326.2,0.0035
2014-07-02,1484.8,1326.8,1330.7,1326.8,0.0031
2014-07-03,1475.6,1327.3,1327.7,1313,-0.0062
2014-07-04,1321.3,1321.1,1324,1319.6,-0.1046
2014-07-07,1472,1319.6,1320.3,1313.2,0.1141
2014-07-08,1471.4,1318.4,1323.5,1316,-0.0004
2014-07-09,1479.7,1324,1330.4,1324,0.0056
2014-07-10,1494.7,1330.5,1343.7,1328,0.0101
