Date,Price 
22-Dec-15,1134
23-Dec-15,1128.2
24-Dec-15,1135.9
28-Dec-15,1128.1
29-Dec-15,1128.6
30-Dec-15,1120.8
31-Dec-15,1121
04-Jan-16,1135.5
05-Jan-16,1138.4
06-Jan-16,1151.9
07-Jan-16,1162.7
08-Jan-16,1151.7
11-Jan-16,1148.5
12-Jan-16,1137.1
13-Jan-16,1137.4
14-Jan-16,1123
15-Jan-16,1137.5
17-Jan-16,1090.3
18-Jan-16,1088.5
19-Jan-16,1135.8
20-Jan-16,1151.7
21-Jan-16,1143.6
22-Jan-16,1142.6
25-Jan-16,1152.4
26-Jan-16,1167.3
27-Jan-16,1163.9
28-Jan-16,1163.7
29-Jan-16,1161.9
01-Feb-16,1173.5
02-Feb-16,1170.1
03-Feb-16,1183.3
04-Feb-16,1197.7
05-Feb-16,1198
08-Feb-16,1238.2
09-Feb-16,1236.9
10-Feb-16,1232.6
11-Feb-16,1282.1
12-Feb-16,1271.2
14-Feb-16,1233.6
15-Feb-16,1208.1
16-Feb-16,1241.1
17-Feb-16,1247.2
18-Feb-16,1262.5
19-Feb-16,1267.4
22-Feb-16,1246.7
23-Feb-16,1261.4
24-Feb-16,1277.1
25-Feb-16,1277
26-Feb-16,1258.8
29-Feb-16,1273.3
01-Mar-16,1271.2
02-Mar-16,1283
03-Mar-16,1300.7
04-Mar-16,1315.6
07-Mar-16,1310.3
08-Mar-16,1309
09-Mar-16,1303.4
10-Mar-16,1320.1
11-Mar-16,1308.6
14-Mar-16,1294.4
15-Mar-16,1280.2
16-Mar-16,1280.9
17-Mar-16,1314.1
18-Mar-16,1302
21-Mar-16,1292.7
22-Mar-16,1298.8
23-Mar-16,1274
24-Mar-16,1272.4
25-Mar-16,1216.7
28-Mar-16,1270.7
29-Mar-16,1286.3
30-Mar-16,1276.9
31-Mar-16,1280.9
01-Apr-16,1268.9
04-Apr-16,1264.7
05-Apr-16,1274.5
06-Apr-16,1268.8
07-Apr-16,1282.3
08-Apr-16,1287.3
11-Apr-16,1302.4
12-Apr-16,1306.4
13-Apr-16,1293.9
14-Apr-16,1272.1
15-Apr-16,1279.7
18-Apr-16,1280.3
19-Apr-16,1300.8
20-Apr-16,1302.3
21-Apr-16,1299.5
22-Apr-16,1278.8
25-Apr-16,1289.1
26-Apr-16,1292.4
27-Apr-16,1299.8
28-Apr-16,1316.8
29-Apr-16,1341.4
02-May-16,1347.3
03-May-16,1342.8
04-May-16,1324.3
05-May-16,1317.8
06-May-16,1340.1
09-May-16,1312.9
10-May-16,1311.3
11-May-16,1322.6
12-May-16,1317.7
13-May-16,1319.5
16-May-16,1321.8
17-May-16,1324.9
18-May-16,1324.3
19-May-16,1305.9
20-May-16,1305.9
23-May-16,1304.9
24-May-16,1282.7
25-May-16,1277.4
26-May-16,1273.6
27-May-16,1267.6
30-May-16,1212.15
31-May-16,1269.3
01-Jun-16,1267.2
02-Jun-16,1264.9
03-Jun-16,1294.6
06-Jun-16,1299.4
07-Jun-16,1298.8
08-Jun-16,1314
09-Jun-16,1324.4
10-Jun-16,1327.7
13-Jun-16,1337.7
14-Jun-16,1335.2
15-Jun-16,1335
16-Jun-16,1345.6
17-Jun-16,1342.9
20-Jun-16,1344.2
21-Jun-16,1324.6
22-Jun-16,1322.1
23-Jun-16,1317.7
24-Jun-16,1376.8
27-Jun-16,1378.8
28-Jun-16,1372.2
29-Jun-16,1381.4
30-Jun-16,1375
01-Jul-16,1394.3
03-Jul-16,1345.5
04-Jul-16,1352
05-Jul-16,1414.4
06-Jul-16,1422.8
07-Jul-16,1415
08-Jul-16,1412
11-Jul-16,1411.3
12-Jul-16,1390.7
13-Jul-16,1399
14-Jul-16,1387.7
15-Jul-16,1383.5
18-Jul-16,1385.4
19-Jul-16,1392.3
20-Jul-16,1379.7
21-Jul-16,1392.2
22-Jul-16,1385.5
25-Jul-16,1381.3
26-Jul-16,1382.6
27-Jul-16,1392
28-Jul-16,1398.8
29-Jul-16,1415.7
01-Aug-16,1416.2
02-Aug-16,1429.4
03-Aug-16,1423.9
04-Aug-16,1427.9
05-Aug-16,1407.9
08-Aug-16,1405.3
09-Aug-16,1410.6
10-Aug-16,1415.6
11-Aug-16,1414
12-Aug-16,1406.8
15-Aug-16,1410.6
16-Aug-16,1419
17-Aug-16,1410.6
18-Aug-16,1419.1
19-Aug-16,1408
22-Aug-16,1405.2
23-Aug-16,1407.8
24-Aug-16,1390.4
25-Aug-16,1384
26-Aug-16,1383.2
29-Aug-16,1384.4
30-Aug-16,1374.5
31-Aug-16,1367.9
01-Sep-16,1372.6
02-Sep-16,1385.3
04-Sep-16,1326.25
05-Sep-16,1331.1
06-Sep-16,1411.1
07-Sep-16,1407.1
08-Sep-16,1400.2
09-Sep-16,1393.1
12-Sep-16,1384.4
13-Sep-16,1380.8
14-Sep-16,1383.3
15-Sep-16,1374.9
16-Sep-16,1367.1
19-Sep-16,1374.4
20-Sep-16,1374.7
21-Sep-16,1388.3
22-Sep-16,1399.2
23-Sep-16,1396
26-Sep-16,1398.6
27-Sep-16,1384.4
28-Sep-16,1376.7
29-Sep-16,1379.1
30-Sep-16,1370.4
03-Oct-16,1365.9
04-Oct-16,1322.1
05-Oct-16,1321.3
06-Oct-16,1305.5
07-Oct-16,1304.5
10-Oct-16,1313.9
11-Oct-16,1309.5
12-Oct-16,1307.7
13-Oct-16,1312.3
14-Oct-16,1310.4
17-Oct-16,1311.8
18-Oct-16,1318.6
19-Oct-16,1325.2
20-Oct-16,1323.5
21-Oct-16,1323
24-Oct-16,1317.2
25-Oct-16,1331.6
26-Oct-16,1324.6
27-Oct-16,1330
28-Oct-16,1337.1
31-Oct-16,1333.7
01-Nov-16,1348
02-Nov-16,1368
03-Nov-16,1363.8
04-Nov-16,1365.7
07-Nov-16,1340.4
08-Nov-16,1336.2
09-Nov-16,1335.7
10-Nov-16,1326.6
11-Nov-16,1282.7
14-Nov-16,1286.9
15-Nov-16,1290.9
16-Nov-16,1290.3
17-Nov-16,1283.8
18-Nov-16,1276.4
21-Nov-16,1276.8
22-Nov-16,1278
23-Nov-16,1256.9
24-Nov-16,1185.55
25-Nov-16,1245.5
28-Nov-16,1258.6
29-Nov-16,1255.5
30-Nov-16,1238.4
01-Dec-16,1233.7
02-Dec-16,1242.4
05-Dec-16,1241.7
06-Dec-16,1235
07-Dec-16,1250.6
08-Dec-16,1246.4
09-Dec-16,1236
12-Dec-16,1240.3
13-Dec-16,1233.6
14-Dec-16,1238.3
15-Dec-16,1213.1
16-Dec-16,1220.9
19-Dec-16,1225.9
20-Dec-16,1217
21-Dec-16,1216.5
22-Dec-16,1213.8
23-Dec-16,1216.8
25-Dec-16,1135
26-Dec-16,1134.55
27-Dec-16,1221.9
28-Dec-16,1224
29-Dec-16,1241.2
30-Dec-16,1234.5
02-Jan-17,1151.05
03-Jan-17,1244.7
04-Jan-17,1247.1
05-Jan-17,1262.1
06-Jan-17,1255.7
09-Jan-17,1267.6
10-Jan-17,1268.5
11-Jan-17,1280
12-Jan-17,1283.3
13-Jan-17,1281.3
15-Jan-17,1203.35
16-Jan-17,1202.85
17-Jan-17,1297.4
18-Jan-17,1295.7
19-Jan-17,1285.5
20-Jan-17,1289.2
23-Jan-17,1298.9
24-Jan-17,1294.1
25-Jan-17,1281.1
26-Jan-17,1272.9
27-Jan-17,1271.7
30-Jan-17,1276.4
31-Jan-17,1291.8
01-Feb-17,1289.5
02-Feb-17,1300.6
03-Feb-17,1302.2
06-Feb-17,1313.3
07-Feb-17,1316.4
08-Feb-17,1318.3
09-Feb-17,1315.4
10-Feb-17,1314.5
13-Feb-17,1304.9
14-Feb-17,1304.9
15-Feb-17,1314.2
16-Feb-17,1322.7
17-Feb-17,1319.4
19-Feb-17,1237.3
20-Feb-17,1238.2
21-Feb-17,1319.2
22-Feb-17,1313.3
23-Feb-17,1331.7
24-Feb-17,1338.4
27-Feb-17,1339.1
28-Feb-17,1334.3
01-Mar-17,1331.1
02-Mar-17,1313.9
03-Mar-17,1308.8
06-Mar-17,1307.3
07-Mar-17,1297.7
08-Mar-17,1291.9
09-Mar-17,1285.7
10-Mar-17,1284
13-Mar-17,1286.6
14-Mar-17,1286.3
15-Mar-17,1284.3
16-Mar-17,1310.7
17-Mar-17,1313.6
20-Mar-17,1317.2
21-Mar-17,1329
22-Mar-17,1331.5
23-Mar-17,1328.5
24-Mar-17,1330.4
27-Mar-17,1337.4
28-Mar-17,1337.5
29-Mar-17,1335.5
30-Mar-17,1326.7
31-Mar-17,1329.8
03-Apr-17,1332.7
04-Apr-17,1336.8
05-Apr-17,1327.5
06-Apr-17,1332.4
07-Apr-17,1336.8
10-Apr-17,1333.3
11-Apr-17,1353.4
12-Apr-17,1357.3
13-Apr-17,1366.7
14-Apr-17,1289.65
17-Apr-17,1369.8
18-Apr-17,1370.9
19-Apr-17,1360.5
20-Apr-17,1361.7
21-Apr-17,1367
24-Apr-17,1355.8
25-Apr-17,1346
26-Apr-17,1343
27-Apr-17,1344.7
28-Apr-17,1347.1
01-May-17,1334.6
02-May-17,1336.1
03-May-17,1327.6
04-May-17,1307.4
05-May-17,1305.8
08-May-17,1306.1
09-May-17,1295.1
10-May-17,1297.6
11-May-17,1302.9
12-May-17,1305.7
15-May-17,1308
16-May-17,1314.4
17-May-17,1336.2
18-May-17,1329.2
19-May-17,1329.9
22-May-17,1338
23-May-17,1332.1
24-May-17,1329.7
25-May-17,1333.3
26-May-17,1344.8
28-May-17,1268.22
29-May-17,1266.69
30-May-17,1339.1
31-May-17,1348.5
01-Jun-17,1343.2
02-Jun-17,1353.1
05-Jun-17,1355.6
06-Jun-17,1370
07-Jun-17,1365.6
08-Jun-17,1351.9
09-Jun-17,1343.9
12-Jun-17,1341.5
13-Jun-17,1341.2
14-Jun-17,1348.2
15-Jun-17,1326.8
16-Jun-17,1328.5
19-Jun-17,1318.8
20-Jun-17,1315.2
21-Jun-17,1317.1
22-Jun-17,1320.4
23-Jun-17,1327.7
26-Jun-17,1317.7
27-Jun-17,1318.4
28-Jun-17,1320.8
29-Jun-17,1317.7
30-Jun-17,1314
03-Jul-17,1290.9
04-Jul-17,1227.55
05-Jul-17,1293.9
06-Jul-17,1296.7
07-Jul-17,1282.4
10-Jul-17,1286
11-Jul-17,1287.7
12-Jul-17,1291.2
13-Jul-17,1288.5
14-Jul-17,1298.8
17-Jul-17,1305.4
18-Jul-17,1313.5
19-Jul-17,1313.7
20-Jul-17,1317.1
21-Jul-17,1325.9
24-Jul-17,1325.4
25-Jul-17,1323.2
26-Jul-17,1322.4
27-Jul-17,1333.7
28-Jul-17,1342.6
31-Jul-17,1340.7
01-Aug-17,1346.3
02-Aug-17,1345.5
03-Aug-17,1341.6
04-Aug-17,1331.7
07-Aug-17,1332
08-Aug-17,1330.4
09-Aug-17,1347
10-Aug-17,1357.8
11-Aug-17,1361.4
14-Aug-17,1358.1
15-Aug-17,1347.5
16-Aug-17,1350.8
17-Aug-17,1359.9
18-Aug-17,1358.8
21-Aug-17,1364.1
22-Aug-17,1358.6
23-Aug-17,1361.7
24-Aug-17,1358.9
25-Aug-17,1364.8
28-Aug-17,1382.6
29-Aug-17,1385.7
30-Aug-17,1380.9
31-Aug-17,1388.5
01-Sep-17,1397.1
03-Sep-17,1341.22
04-Sep-17,1338.08
05-Sep-17,1411.2
06-Sep-17,1405.9
07-Sep-17,1418
08-Sep-17,1419.3
11-Sep-17,1404.1
12-Sep-17,1401.8
13-Sep-17,1396.7
14-Sep-17,1399.2
15-Sep-17,1395.1
18-Sep-17,1380.3
19-Sep-17,1382.6
20-Sep-17,1388.3
21-Sep-17,1366.7
22-Sep-17,1369.4
25-Sep-17,1383.5
26-Sep-17,1374.1
27-Sep-17,1360.7
28-Sep-17,1361.3
29-Sep-17,1357.6
02-Oct-17,1350.1
03-Oct-17,1348.8
04-Oct-17,1351
05-Oct-17,1348.3
06-Oct-17,1350
09-Oct-17,1360.4
10-Oct-17,1369.4
11-Oct-17,1364.5
12-Oct-17,1372.3
13-Oct-17,1380.4
16-Oct-17,1379.7
17-Oct-17,1362.5
18-Oct-17,1359.3
19-Oct-17,1365.9
20-Oct-17,1356.2
23-Oct-17,1356.9
24-Oct-17,1354.2
25-Oct-17,1355.5
26-Oct-17,1346.5
27-Oct-17,1349.1
30-Oct-17,1354.9
31-Oct-17,1347.7
01-Nov-17,1354.6
02-Nov-17,1355.4
03-Nov-17,1346.9
06-Nov-17,1359.7
07-Nov-17,1353.9
08-Nov-17,1362.3
09-Nov-17,1366.8
10-Nov-17,1354.5
13-Nov-17,1360.4
14-Nov-17,1364.2
15-Nov-17,1358.7
16-Nov-17,1359.4
17-Nov-17,1378
20-Nov-17,1357.6
21-Nov-17,1364.8
22-Nov-17,1376.4
23-Nov-17,1291.66
24-Nov-17,1371.6
27-Nov-17,1378.7
28-Nov-17,1379
29-Nov-17,1366.4
30-Nov-17,1357.3
01-Dec-17,1362.8
04-Dec-17,1358
05-Dec-17,1345.1
06-Dec-17,1346.2
07-Dec-17,1333
08-Dec-17,1328.1
11-Dec-17,1326.8
12-Dec-17,1321.9
13-Dec-17,1328.7
14-Dec-17,1337.2
15-Dec-17,1337.4
18-Dec-17,1345.6
19-Dec-17,1344.8
20-Dec-17,1350.4
21-Dec-17,1351.3
22-Dec-17,1359.8
25-Dec-17,1277.9
26-Dec-17,1368.5
27-Dec-17,1372.3
28-Dec-17,1379.4
29-Dec-17,1391.9
01-Jan-18,1308.7
02-Jan-18,1400.1
03-Jan-18,1404
04-Jan-18,1407.3
05-Jan-18,1408.3
08-Jan-18,1407.4
09-Jan-18,1401.3
10-Jan-18,1408.3
11-Jan-18,1411.4
12-Jan-18,1425.7
14-Jan-18,1337.4
15-Jan-18,1341.8
16-Jan-18,1428.1
17-Jan-18,1431
18-Jan-18,1419
19-Jan-18,1425.9
22-Jan-18,1429.6
23-Jan-18,1434.2
24-Jan-18,1456.3
25-Jan-18,1463.1
26-Jan-18,1453.7
29-Jan-18,1441.3
30-Jan-18,1436.2
31-Jan-18,1439.4
01-Feb-18,1445.1
02-Feb-18,1434.6
05-Feb-18,1432.9
06-Feb-18,1425.4
07-Feb-18,1410.7
08-Feb-18,1414.8
09-Feb-18,1410.1
12-Feb-18,1420.9
13-Feb-18,1424.8
14-Feb-18,1452.9
15-Feb-18,1451.5
16-Feb-18,1452.8
18-Feb-18,1350.5
19-Feb-18,1347.8
20-Feb-18,1428.4
21-Feb-18,1430.6
22-Feb-18,1431.4
23-Feb-18,1429
26-Feb-18,1433.1
27-Feb-18,1419.6
28-Feb-18,1419.2
01-Mar-18,1406
02-Mar-18,1424.2
05-Mar-18,1420.5
06-Mar-18,1435.9
07-Mar-18,1427.9
08-Mar-18,1423.7
09-Mar-18,1428
12-Mar-18,1424.8
13-Mar-18,1431.4
14-Mar-18,1429.7
15-Mar-18,1421.7
16-Mar-18,1416.3
19-Mar-18,1421.7
20-Mar-18,1416.2
21-Mar-18,1426.6
22-Mar-18,1432.2
23-Mar-18,1455
26-Mar-18,1461
27-Mar-18,1447.8
28-Mar-18,1428.9
29-Mar-18,1426
02-Apr-18,1445.8
03-Apr-18,1436.5
04-Apr-18,1439.7
05-Apr-18,1428.1
06-Apr-18,1435.9
09-Apr-18,1439.6
10-Apr-18,1445.5
11-Apr-18,1460
12-Apr-18,1441.4
13-Apr-18,1447.9
16-Apr-18,1450.6
17-Apr-18,1449.3
18-Apr-18,1453.5
19-Apr-18,1448.8
20-Apr-18,1438.2
23-Apr-18,1424
24-Apr-18,1433.1
25-Apr-18,1422.9
26-Apr-18,1418
27-Apr-18,1423.6
30-Apr-18,1419.1
01-May-18,1406.4
02-May-18,1405.3
03-May-18,1412.4
04-May-18,1414.7
07-May-18,1414.2
08-May-18,1413.8
09-May-18,1413
10-May-18,1422.1
11-May-18,1420.4
14-May-18,1417.9
15-May-18,1389.8
16-May-18,1392.1
17-May-18,1390
18-May-18,1391.3
21-May-18,1391.1
22-May-18,1392.1
23-May-18,1389.2
24-May-18,1404.2
25-May-18,1403.2
27-May-18,1298.3
28-May-18,1297.6
29-May-18,1393.7
30-May-18,1396.7
31-May-18,1395
01-Jun-18,1390.1
04-Jun-18,1389.5
05-Jun-18,1394.5
06-Jun-18,1393.9
07-Jun-18,1394.8
08-Jun-18,1394.8
11-Jun-18,1395.9
12-Jun-18,1392.2
13-Jun-18,1393.9
14-Jun-18,1401
15-Jun-18,1369.7
18-Jun-18,1371.5
19-Jun-18,1369.6
20-Jun-18,1365.7
21-Jun-18,1361.4
22-Jun-18,1361.7
25-Jun-18,1359.6
26-Jun-18,1350
27-Jun-18,1345.5
28-Jun-18,1340
29-Jun-18,1343.7
02-Jul-18,1329.7
03-Jul-18,1342.2
04-Jul-18,1258.1
05-Jul-18,1347.4
06-Jul-18,1344.6
09-Jul-18,1348.8
10-Jul-18,1344.9
11-Jul-18,1333.1
12-Jul-18,1335.2
13-Jul-18,1329
16-Jul-18,1327.5
17-Jul-18,1314.6
18-Jul-18,1315
19-Jul-18,1310.4
20-Jul-18,1316.8
23-Jul-18,1310.7
24-Jul-18,1310.8
25-Jul-18,1316.7
26-Jul-18,1311.5
27-Jul-18,1309
30-Jul-18,1307.7
31-Jul-18,1309.8
01-Aug-18,1304
02-Aug-18,1296.2
03-Aug-18,1299.4
06-Aug-18,1293.6
07-Aug-18,1294.2
08-Aug-18,1296.8
09-Aug-18,1295.8
10-Aug-18,1294.6
13-Aug-18,1274.1
14-Aug-18,1275.9
15-Aug-18,1259.7
16-Aug-18,1258
17-Aug-18,1258.1
20-Aug-18,1267.5
21-Aug-18,1272.8
22-Aug-18,1275.8
23-Aug-18,1265.2
24-Aug-18,1285
27-Aug-18,1288
28-Aug-18,1286.4
29-Aug-18,1283.3
30-Aug-18,1276.1
31-Aug-18,1277.7
02-Sep-18,1204.9
03-Sep-18,1206.3
04-Sep-18,1270.2
05-Sep-18,1272.6
06-Sep-18,1275.7
07-Sep-18,1272.1
10-Sep-18,1271.6
11-Sep-18,1274.4
12-Sep-18,1283.9
13-Sep-18,1281
14-Sep-18,1273.8
17-Sep-18,1278.4
18-Sep-18,1275.7
19-Sep-18,1281.5
20-Sep-18,1284.4
21-Sep-18,1274.3
24-Sep-18,1277.4
25-Sep-18,1278.2
26-Sep-18,1271.8
27-Sep-18,1259.8
28-Sep-18,1268.7
01-Oct-18,1264.4
02-Oct-18,1280.7
03-Oct-18,1276.7
04-Oct-18,1275.5
05-Oct-18,1280.2
08-Oct-18,1262.9
09-Oct-18,1265.8
10-Oct-18,1267.7
11-Oct-18,1302.3
12-Oct-18,1296.3
15-Oct-18,1305.4
16-Oct-18,1305.8
17-Oct-18,1301.9
18-Oct-18,1305.1
19-Oct-18,1303.8
22-Oct-18,1299.8
23-Oct-18,1312
24-Oct-18,1305.5
25-Oct-18,1306.7
26-Oct-18,1309.7
29-Oct-18,1301.1
30-Oct-18,1298.9
31-Oct-18,1288.2
01-Nov-18,1312.2
02-Nov-18,1307.3
05-Nov-18,1306.4
06-Nov-18,1300.4
07-Nov-18,1302.8
08-Nov-18,1299.3
09-Nov-18,1282.2
12-Nov-18,1276.8
13-Nov-18,1274.7
14-Nov-18,1283.2
15-Nov-18,1287.6
16-Nov-18,1294.9
19-Nov-18,1297.5
20-Nov-18,1293.4
21-Nov-18,1300.8
22-Nov-18,1228
23-Nov-18,1296.1
26-Nov-18,1295.8
27-Nov-18,1286.5
28-Nov-18,1296.4
29-Nov-18,1297
30-Nov-18,1292.7
03-Dec-18,1306.4
04-Dec-18,1313.6
05-Dec-18,1309.6
06-Dec-18,1310.2
07-Dec-18,1319.5
10-Dec-18,1314.8
11-Dec-18,1312.9
12-Dec-18,1315.8
13-Dec-18,1313.2
14-Dec-18,1307
17-Dec-18,1317.4
18-Dec-18,1318.5
19-Dec-18,1321.3
20-Dec-18,1333.1
21-Dec-18,1323.1
24-Dec-18,1337
25-Dec-18,1270.75
26-Dec-18,1338.3
27-Dec-18,1346.5
28-Dec-18,1348.3
31-Dec-18,1347.1
01-Jan-19,1283.35
02-Jan-19,1349.5
03-Jan-19,1359.8
04-Jan-19,1351
07-Jan-19,1355.2
08-Jan-19,1351.1
09-Jan-19,1357.3
10-Jan-19,1353
11-Jan-19,1355.4
14-Jan-19,1357.2
15-Jan-19,1353.7
16-Jan-19,1359.3
17-Jan-19,1357.9
18-Jan-19,1348.1
20-Jan-19,1282.05
21-Jan-19,1279.05
22-Jan-19,1348.4
23-Jan-19,1349.3
24-Jan-19,1344.9
25-Jan-19,1364
28-Jan-19,1369.8
29-Jan-19,1375.6
30-Jan-19,1375.9
31-Jan-19,1384
01-Feb-19,1381.1
04-Feb-19,1378.3
05-Feb-19,1378.6
06-Feb-19,1373.8
07-Feb-19,1373.6
08-Feb-19,1377.8
11-Feb-19,1371.2
12-Feb-19,1373.2
13-Feb-19,1374.6
14-Feb-19,1373.2
15-Feb-19,1381.2
17-Feb-19,1324.25
18-Feb-19,1329.55
19-Feb-19,1403.9
20-Feb-19,1406.7
21-Feb-19,1387.2
22-Feb-19,1392.5
25-Feb-19,1389
26-Feb-19,1387.9
27-Feb-19,1380.5
28-Feb-19,1375.3
01-Mar-19,1358.3
04-Mar-19,1346.3
05-Mar-19,1343.5
06-Mar-19,1346.5
07-Mar-19,1344.9
08-Mar-19,1358.5
11-Mar-19,1350
12-Mar-19,1356.6
13-Mar-19,1368.1
14-Mar-19,1352.9
15-Mar-19,1360.6
18-Mar-19,1359.4
19-Mar-19,1364.7
20-Mar-19,1359.5
21-Mar-19,1364.5
22-Mar-19,1369.3
25-Mar-19,1378.1
26-Mar-19,1369.3
27-Mar-19,1363.8
28-Mar-19,1342.4
29-Mar-19,1346
01-Apr-19,1342.7
02-Apr-19,1343.9
03-Apr-19,1344
04-Apr-19,1343.5
05-Apr-19,1345.2
08-Apr-19,1351.9
09-Apr-19,1358.4
10-Apr-19,1363.9
11-Apr-19,1343.4
12-Apr-19,1346.3
15-Apr-19,1342.4
16-Apr-19,1328.1
17-Apr-19,1327.6
18-Apr-19,1326.9
19-Apr-19,1277.9
22-Apr-19,1328.5
23-Apr-19,1323.8
24-Apr-19,1329.9
25-Apr-19,1330.2
26-Apr-19,1339.2
29-Apr-19,1331.6
30-Apr-19,1335.7
01-May-19,1334.2
02-May-19,1322.2
03-May-19,1331.7
06-May-19,1334
07-May-19,1335.8
08-May-19,1331.4
09-May-19,1335.1
10-May-19,1337.2
13-May-19,1350.2
14-May-19,1343.4
15-May-19,1344.5
16-May-19,1333.1
17-May-19,1322.5
20-May-19,1324.2
21-May-19,1320.1
22-May-19,1321.3
23-May-19,1331.8
24-May-19,1330.1
26-May-19,1284.15
27-May-19,1284.95
28-May-19,1323.3
29-May-19,1326.5
30-May-19,1332.9
31-May-19,1349.6
03-Jun-19,1365.3
04-Jun-19,1366.5
05-Jun-19,1370.2
06-Jun-19,1378.5
07-Jun-19,1381.9
10-Jun-19,1366.9
11-Jun-19,1369
12-Jun-19,1373.8
13-Jun-19,1380.7
14-Jun-19,1381.5
17-Jun-19,1379.6
18-Jun-19,1387.4
19-Jun-19,1384.4
20-Jun-19,1429.4
21-Jun-19,1432.7
24-Jun-19,1450.9
25-Jun-19,1451.3
26-Jun-19,1447.8
27-Jun-19,1444.5
28-Jun-19,1446.8
01-Jul-19,1423.6
02-Jul-19,1442.8
03-Jul-19,1456
04-Jul-19,1423.55
05-Jul-19,1436.6
08-Jul-19,1437.3
09-Jul-19,1438.3
10-Jul-19,1450.5
11-Jul-19,1445.3
12-Jul-19,1450.9
15-Jul-19,1452.3
16-Jul-19,1450.2
17-Jul-19,1462.5
18-Jul-19,1467.2
19-Jul-19,1465.5
22-Jul-19,1466
23-Jul-19,1460.8
24-Jul-19,1462.9
25-Jul-19,1454.4
26-Jul-19,1460.4
29-Jul-19,1461.7
30-Jul-19,1470.3
31-Jul-19,1466.3
01-Aug-19,1461.5
02-Aug-19,1485.3
05-Aug-19,1502.6
06-Aug-19,1509.7
07-Aug-19,1544.6
08-Aug-19,1535
09-Aug-19,1534.5
12-Aug-19,1543
13-Aug-19,1540.7
14-Aug-19,1554
15-Aug-19,1556.7
16-Aug-19,1549.2
19-Aug-19,1537.2
20-Aug-19,1541.3
21-Aug-19,1541.5
22-Aug-19,1534.4
23-Aug-19,1563.5
26-Aug-19,1563.1
27-Aug-19,1578
28-Aug-19,1575.3
29-Aug-19,1564
30-Aug-19,1557.2
01-Sep-19,1538.05
02-Sep-19,1535.15
03-Sep-19,1583.2
04-Sep-19,1587.4
05-Sep-19,1552.9
06-Sep-19,1543.3
09-Sep-19,1539.6
10-Sep-19,1528.1
11-Sep-19,1532.4
12-Sep-19,1537.8
13-Sep-19,1530.7
16-Sep-19,1542.3
17-Sep-19,1544.1
18-Sep-19,1546.1
19-Sep-19,1536.4
20-Sep-19,1545.3
23-Sep-19,1561.6
24-Sep-19,1570.1
25-Sep-19,1542
26-Sep-19,1545
27-Sep-19,1536.1
30-Sep-19,1502.3
01-Oct-19,1518
02-Oct-19,1536.8
03-Oct-19,1541.3
04-Oct-19,1540.7
07-Oct-19,1532.5
08-Oct-19,1531.9
09-Oct-19,1541.1
10-Oct-19,1529.7
11-Oct-19,1517.8
14-Oct-19,1527.1
15-Oct-19,1513.1
16-Oct-19,1523.4
17-Oct-19,1527.8
18-Oct-19,1523
21-Oct-19,1517.3
22-Oct-19,1516.6
23-Oct-19,1524.9
24-Oct-19,1533.9
25-Oct-19,1535.1
28-Oct-19,1525.8
29-Oct-19,1520.6
30-Oct-19,1526.5
31-Oct-19,1544
01-Nov-19,1541.3
04-Nov-19,1541.6
05-Nov-19,1514.5
06-Nov-19,1523.9
07-Nov-19,1497.7
08-Nov-19,1496.3
11-Nov-19,1488
12-Nov-19,1484.2
13-Nov-19,1493.9
14-Nov-19,1504
15-Nov-19,1499.1
18-Nov-19,1502.4
19-Nov-19,1504.8
20-Nov-19,1504.5
21-Nov-19,1494
22-Nov-19,1494.4
25-Nov-19,1488.1
26-Nov-19,1491
27-Nov-19,1484.4
28-Nov-19,1462.25
29-Nov-19,1496.6
02-Dec-19,1493.1
03-Dec-19,1508.6
04-Dec-19,1504.5
05-Dec-19,1507.5
06-Dec-19,1489.9
09-Dec-19,1489.8
10-Dec-19,1493.2
11-Dec-19,1500.1
12-Dec-19,1497.5
13-Dec-19,1506.9
16-Dec-19,1506.7
17-Dec-19,1506.8
18-Dec-19,1504.3
19-Dec-19,1510
20-Dec-19,1506.4
23-Dec-19,1514.4
24-Dec-19,1530.5
25-Dec-19,1504.05
26-Dec-19,1540.3
27-Dec-19,1544.4
30-Dec-19,1545.4
31-Dec-19,1550.6
01-Jan-20,1520.95
02-Jan-20,1555.2
03-Jan-20,1579.6
06-Jan-20,1596.1
07-Jan-20,1601.3
08-Jan-20,1587
09-Jan-20,1581.4
10-Jan-20,1587
13-Jan-20,1577.5
14-Jan-20,1571.2
15-Jan-20,1580.3
16-Jan-20,1576.9
17-Jan-20,1587.2
19-Jan-20,1557.05
20-Jan-20,1561.25
21-Jan-20,1584.7
22-Jan-20,1583.5
23-Jan-20,1592.1
24-Jan-20,1599
27-Jan-20,1604.6
28-Jan-20,1596.9
29-Jan-20,1597.9
30-Jan-20,1610.7
31-Jan-20,1609.4
03-Feb-20,1604
04-Feb-20,1577.5
05-Feb-20,1584.7
06-Feb-20,1591.7
07-Feb-20,1595
10-Feb-20,1600.7
11-Feb-20,1591.1
12-Feb-20,1592.4
13-Feb-20,1599.6
14-Feb-20,1606.9
16-Feb-20,1586.25
17-Feb-20,1587.05
18-Feb-20,1624
19-Feb-20,1632.2
20-Feb-20,1640.8
21-Feb-20,1669.1
24-Feb-20,1697.1
25-Feb-20,1670.2
26-Feb-20,1662.9
